OPENADMET_INCHIKEY,OPENADMET_CANONICAL_SMILES,logD
ZBKNPKITENESSB-SFYZADRCSA-N,CC(C)C[C@H](CC(=O)N[C@@H](CO)C(=O)O)C(=O)O,-3.8
ZBKNPKITENESSB-YUMQZZPRSA-N,CC(C)C[C@@H](CC(=O)N[C@@H](CO)C(=O)O)C(=O)O,-3.4
ZBLIEHISPMVFCP-UHFFFAOYSA-N,CC1=CC=CC=C1C(=O)NC1=CC(C#N)=CC=N1,2.8
ZBLNACULOGDXAT-UHFFFAOYSA-N,CC1=CC2=C(C(=O)NC3=C(F)C(F)=C(C4=CC=CC=C4)C(F)=C3F)C(=O)NN2C=C1,2.47
ZBMVGQKSAIYMRW-UHFFFAOYSA-N,CCC(C)NCC1=CC=CC(S(=O)(=O)C2=CSC(S(N)(=O)=O)=C2)=C1,3.0
ZBMZGBGZOQFXEP-UHFFFAOYSA-N,O=C(O)CCNC(=O)C1=CC=C(C(CCC(F)(F)F)NC2=CN(C3=CC=C(C(F)(F)F)C=C3)N=C2)C=C1,1.7149999999999999
ZBMZKRBRULTTHZ-UHFFFAOYSA-N,O=C(O)C1=CC(C2=CC=C(C3CCNC3)C=C2)=C2C=CC(C3=CC=C(C(F)(F)F)C=C3)=CC2=C1,1.9
ZBMZVLHSJCTVON-UHFFFAOYSA-N,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,-1.35
ZBPLOVFIXSTCRZ-UHFFFAOYSA-N,NC1=C(CC(=O)O)C=CC=C1C(=O)C1=CC=C(Br)C=C1,1.39
ZBQRPVYKKFQYEU-UHFFFAOYSA-N,CC(C)(C)C(=O)C1=C(N)C2=CC(C3=CC=C(Cl)C=C3)=C(C3=CC=C(Cl)C=C3Cl)N=C2O1,6.7
ZBSRPBAAJNLOAH-UHFFFAOYSA-N,CN1CCN(C(=O)C2=CC=C3C(C(=O)O)=CC=C(O)C3=N2)CC1,0.3
ZBSURXIIEJERBJ-UHFFFAOYSA-N,COC(=O)C(C)NP(=O)(OCC1C=CC(N2C=NC3=C(N)N=CN=C32)O1)OC1=CC=CC=C1,0.94
ZBVOFUBEUUXETE-UHFFFAOYSA-N,FC1=NC=CC=C1C1=CN=C2N=C(N3CCC(N4CCCCC4)CC3)SC2=C1,1.5
ZBXMYMGVIZIYNF-UHFFFAOYSA-N,O=C(O)C1=CC=C(N2N=CC(C(=O)NC3C4CC5CC(C4)CC3C5)=C2C2CC2)C=C1,0.9
ZBZJWZAAYHXCAJ-UHFFFAOYSA-N,CONC(=O)NC1=CC=C(C2=C(CN(C)CCN3CCCC3=O)C3=C(S2)N(CC2=C(F)C=CC=C2F)C(=O)N(C2=CC=CC=C2)C3=O)C=C1,2.26
ZBZWQPDBFWXHJV-UHFFFAOYSA-N,O=C1C2=CC=CC=C2C(=O)N1CCCC[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,0.01
ZCAYJRZGODJBLR-UHFFFAOYSA-N,CC(=O)NC1=CN(C)C(C(=O)NC2=CN(C)C(C(=O)NC3=NC(C(=O)NCCCN(C)C)=C(CCC(C)C)S3)=C2)=C1,1.05
ZCBJOOXWTIJJTO-GOSISDBHSA-N,CC1=CC=C2N=NN(C3=CC=C(C(=O)N(C4=NC=CC=C4Cl)[C@@H]4CCCNC4)C=C3)C2=N1,1.2
ZCBQEXNDAUWJPW-UHFFFAOYSA-N,O=C(O)C1=CC=CC(CC2=CC(Cl)=CC=C2OCC2=CC=CC=C2)=N1,2.2
ZCBWPTBPKMKOLE-UHFFFAOYSA-N,CN(C)C(=O)C1=CC(CN2CCOC3=C(F)C=CC=C32)=C2OC(N3CCOCC3)=CC(=O)C2=C1,1.7
ZCBZIEODXPGTIF-UHFFFAOYSA-N,CC1=NC(C)=C2CC(C)(C)C(=O)N(CC3=CC=C(C4=CC=CC=C4C4=NNN=N4)C=C3)C2=N1,1.21
ZCCQJRPGTUXMST-UHFFFAOYSA-N,CC(C)N1CCN(CC2=CN=C(C3=CC=C(C(=O)NC4=CC=CC=C4N)C=C3)C(Cl)=C2)CC1,1.68
ZCCSXSGQBCSILH-UHFFFAOYSA-N,CNC1=NC(NCCCN(C)C)=C2SC(C3=CC=C(OC(F)(F)F)C=C3)=CC2=N1,4.6
ZCDCCJOGXXLQMK-UHFFFAOYSA-N,CN1CCC2=C(C1)SC(C(=O)NC1=CC=CC=C1CNC(=O)C1=CC(Cl)=CC=N1)=N2,2.7
ZCDWZNZTBBTILK-UHFFFAOYSA-N,CCCC1=CC(=O)N2NC(NCC3=CC=C(Cl)C=C3F)=C(C#N)C2=N1,2.91
ZCEQQTIDDTUHGV-UHFFFAOYSA-N,CS(=O)(=O)C1(C2=CC(N3CCOCC3)=NC(N3C(N)=NC4=CC=CC=C43)=N2)CC1,2.2
ZCFMKLWEPWFMJW-RLWLMLJZSA-N,CN(C)CCN1CCN(C(=O)N2C[C@H](C3=CC=C(Cl)C(Cl)=C3)[C@@H](N(C)CC3=CC=C(C(F)(F)F)C(F)=C3)C2)CC1,2.9
ZCFSKEKWHCMLOU-UHFFFAOYSA-N,COC1=CC=CC(NC(=O)C2=C(N)N(CC3=CC=C([S+](C)[O-])C=C3)N=N2)=C1,1.3
ZCHJWXKREFTWSX-UHFFFAOYSA-N,COC1=CC(C2=CN=C3C=CC(NC(=O)NC(C)(C)C)=NC3=C2)=CC=C1O,2.7
ZCHMHZZYJDWHDR-KVSWJAHQSA-N,O=C(NC1=CC=C(Cl)C=C1C(=O)N/N=C/C1=CC=CC(F)=C1)C1=CC=CC(CSCC(O)CO)=C1,3.9
ZCHZHQMOGWAOGA-UHFFFAOYSA-N,O=C(C1=CC=CN=C1)C1=CC2=CC=CC=C2N1,2.3
ZCIGKFMUVUHIME-MRXNPFEDSA-N,CC1=CN=CC=C1COC1=CN=C(N2CCN(C(=O)OC(C)(C)C)C[C@H]2C)N=C1,3.8
ZCIKFKXYSZCGTE-UHFFFAOYSA-N,CC(NC1=CC=C(F)C=C1)C1=CC(C(=O)N(C)C)=CN2C(=O)C=C(N3CCOCC3)N=C12,2.3
ZCIOHAPNHOJSFI-WMLDXEAASA-N,C[C@@](C[C@H]1CN(C2=CC=C(C3CC3)C=C2)C(=O)O1)(C(O)=NO)S(C)(=O)=O,1.5
ZCIYDENETPYCKL-UHFFFAOYSA-N,COC1=CC=CC(C2=NC(C3=CC=CC=C3)=CN2)=C1,3.84
ZCJNCKSIEMQWQV-UHFFFAOYSA-N,COC1=CC=CC2=C1C(=O)C1=C(CC(C)(C)CC1)N2,1.7
ZCKDKPTYMNQCOH-IAGOWNOFSA-N,COC1=CC(NC(=O)[C@@H]2CCCC[C@H]2C(=O)C2=CC=C(C3=NNC=C3)C=C2)=NC=N1,3.9
ZCMIRKKNIABCII-WNRNVDISSA-N,CNC(=O)C1=CC(C(=O)N[C@H]2[C@@H]3COC[C@@H]32)=CC2=C1OC[C@H]2C1=CC=NC=C1,1.3
ZCMNZVKNJUZTDD-UHFFFAOYSA-N,CC(C)NC1=NC(NCC2=CC=CO2)=C2C=CC(Cl)=CC2=N1,3.21
ZCMVUWWXHGAKCZ-UHFFFAOYSA-N,CN(CC1=CN(CC2=CC=C(F)C=C2)C2=CN=C3C(=O)N(O)CCC3=C12)CC1CC1,1.52
ZCNGPVKGHKYTQX-UHFFFAOYSA-N,CC1=CC=C2C(=C1)C(C1=CC=NC3=CC=C(C(F)(F)F)C=C13)=C(C)N2CC(=O)O,1.8
ZCQMDDBQTQJTNU-UHFFFAOYSA-N,COC1=CC=C(CNC(=O)C2=NC=C3C=CC=NC3=C2O)C=C1,4.2
ZCSPHZQZAPBTHT-UHFFFAOYSA-N,CCC1=C(O)C(=O)C=CN1,7.401486830834377e-17
ZCTCHPPRMRIPMY-ROUUACIJSA-N,CC(C)(C)OC(=O)N1C[C@@H]2CC[C@H]1CN2C1=NC=C(OCC2=CC=C(S(C)(=O)=O)C=C2)C=N1,3.4
ZCTQEMFFXSEHMQ-FUHWJXTLSA-N,ClC1=CC=C2C(N[C@H]3CCCN4CCCC[C@H]34)=CC=NC2=C1,2.69
ZCUJRAFDKSASOE-UHFFFAOYSA-N,COC1=CC=C2N=C(C)C=C(OCC(=O)NC3=C(C)C=NC=C3C)C2=C1,3.01
ZCUSGSRAQJKSMS-HXUWFJFHSA-N,CC(=O)NC1=CC(F)=CC(C2=NNC([C@H]3CCCCN3C(=O)COC3=CC=CC=C3)=N2)=C1,3.22
ZCUUVDIRRJZGFY-UHFFFAOYSA-N,CCC1=C(C)NC2=CC(OC)=C(F)C=C2C1=O,1.2
ZCUVSDQRNFPPAY-NRFANRHFSA-N,CC1=CN2N=C([C@@H]3CCCCN3C(=O)C3=CC(Cl)=CC=C3NS(C)(=O)=O)C=C2N=C1N1CCCC1,4.4
ZCWZQALTDHLFJM-CEFVDNRUSA-N,COC1=NC=NN1C1=NOC2=C(F)C3=C(C=C12)CC1(C(=O)NC(=O)NC1=O)[C@H]1[C@H](C)O[C@H](C)CN31,1.7
ZCXWIKQRJVBEON-MHZLTWQESA-N,CNC(=O)NC1=C(C(=O)N2CCC(N3CCC[C@]4(CC(=O)N(C(C)C)C4=O)C3)CC2)C2=CC=C(C)N=C2S1,2.51
ZDANGRFLDGYBKN-UHFFFAOYSA-N,CN1CC2(C1)CN(C1=CC=C(OCC3=CC=CC=C3)C(C(=O)NC3=CC=NN=C3)=C1)C2,2.0
ZDAXIXBZLNLYRI-UHFFFAOYSA-N,COC1=NC=C(C2=CCOCC2)C=C1S(=O)(=O)NC1=CN=CC(C2=CC=C(CN3CCN(C)CC3)C=C2)=C1,2.3
ZDBDILFMVHVHPE-GOSISDBHSA-N,CN1N=CC=C1C1=CC(C(F)(F)F)=CC=C1[C@H]1CCOC2=CC(S(=O)(=O)NC3=CC=CC(F)=N3)=CC=C21,3.6
ZDBMFMJIVWNHBR-UHFFFAOYSA-N,CNC(=O)C1=C(C2=CC=C(O)C=C2)OC2=CC=C(O)C(CN3CCC(F)CC3)=C12,1.8
ZDBVGUINZAENHX-UHFFFAOYSA-N,NS(=O)(=O)C1=CC=C(NC(=S)NCCC(=O)NC(CC2=CNC=N2)C(=O)O)C=C1,0.725
ZDCQZMDSGBAIJJ-UHFFFAOYSA-N,CC1=C(C(=O)O)SC(NC(=O)C2=CC(Cl)=C(OC3=NC=CC=C3C(=O)N3CCCC4=CC=CC=C43)C=C2Cl)=C1,1.86
ZDDPBFWHZOJFHF-UHFFFAOYSA-N,N#CC1=CC=CN=C1N1CCN(C(=O)C2=CC=CC(CC3=NNC(=O)C4=CC=CC=C34)=C2)CC1,2.42
ZDESNDWWUUVJLG-UHFFFAOYSA-N,CC1=CC(NC2=NC=CC(C3=C(C4=CC=C(F)C=C4)N=C(C4CCNCC4)S3)=N2)=CC=N1,2.54
ZDEVKYRHJFKPSI-NYQYTMAASA-N,COC1=CC=C2N=C3CCCCC[C@@H]4C[C@H]4OC(=O)N[C@@H](C(C)(C)C)C(=O)N4C[C@H](OC3=NC2=C1)[C@@H](C)[C@H]4C(=O)N[C@]1(C(=O)NS(=O)(=O)C2(C)CC2)C[C@H]1C(F)F,3.5
ZDGNRBBZFMJAHQ-UHFFFAOYSA-O,C[N+]1=C(/C=N/O)N(CCCCOC(=O)C2=CC=CC=C2O)C=C1,-0.56
ZDGRIJNRIGFCGI-UHFFFAOYSA-N,CN(C)C1=CC=C(C2=NC3=CC=C(I)C=C3O2)C=C1,2.09
ZDHFRWUXYBOYAJ-UHFFFAOYSA-N,CNS(=O)(=O)C1=CC=C2C(=C1)CN(C=O)C2C(=O)NC1=CC=C(C(O)(C(F)(F)F)C(F)(F)F)C=C1,2.7
ZDHOTOWEQKLEGE-HDJSIYSDSA-N,NC(=O)C1=CC=CC(C2=CC=C([C@H]3CC[C@H](CC(=O)O)CC3)C=C2)=N1,0.8
ZDHVKDSSSIVZNT-UHFFFAOYSA-N,CC(=O)N1CCC(N2C(=O)C(C)(C)C3=CN=C(NC4=CC=C(F)C=C4)N=C32)CC1,2.5
ZDHXWYBRGMUZBA-UHFFFAOYSA-N,CC(C)OC1=CC(OC2=CN=C(C(=O)N(C)C)N=C2)=CC(C2=NC(=O)C=CN2)=C1,0.97
ZDHYMLQLFLRUGV-UHFFFAOYSA-N,CNCCC(=O)NC1=CC=CC(C2=CC(C3=CC=C(F)C=C3O)=NC(NC(=O)C3=CC=CO3)=C2C#N)=C1,2.13
ZDIPDZCEYMNVHW-UHFFFAOYSA-N,CCCC(=O)OC1CCN(C)CC1,-0.9950000000000001
ZDIQYDZTCNQUCJ-CQSZACIVSA-N,CCNCC1=CC=C([C@@H](C)OC2=C(C(N)=O)SC(C3=CN=C4C=CC=CN34)=C2)C(Cl)=C1,2.8
ZDJNPLLRGPBRIS-NKLKJHRZSA-N,C[C@H](OC1=CC=C(/C=C/C(=O)O)C(C2CC2)=C1)C1=C(Cl)C=CC(F)=C1Cl,3.6
ZDJPOVRGJJAEJA-XEPUSAIHSA-N,COC(=O)C(C)NP(=O)(OC[C@@H]1C=C[C@H](N2C=C(C)C(=O)NC2=O)O1)OC1=CC=C(OC(F)(F)F)C=C1,1.86
ZDJRUJWXDYQCOC-UHFFFAOYSA-N,CN(C(=O)CN1C(C2CC2)=CC2=CC(C(N)=O)=CN=C21)C1CCNCC1,-0.2
ZDKCKDIVFJTTSL-UHFFFAOYSA-N,CNS(=O)(=O)NC1=NN=C2C=C(OCC34CCC(F)(CC3)CC4)C(C3CC3)=CN12,2.5
ZDMIQTYADVSQGR-UHFFFAOYSA-N,CNC(=O)C1=CC(C(=O)NC2CC2)=CN(CC2=CC=C(C)C=C2)C1=O,3.5
ZDMJGVOYWHACLP-UHFFFAOYSA-N,CC1=CC(Cl)=CC(O)=C1C(=O)N1CCC2(CCC2)C1,3.0
ZDNBNAYDTFTYCS-UHFFFAOYSA-N,CC1=CC(N(C)S(C)(=O)=O)=CC=C1C1=CC(C(F)(F)F)=CC=C1OCC(=O)O,0.6
ZDOWVJFTJBBSAO-UHFFFAOYSA-N,CCCCCCCCCCCCC1=CC=CC(N2C(N)=NC(N)=NC2(C)C)=C1,3.41
ZDPHROOEEOARMN-UHFFFAOYSA-N,CCCCCCCCCCC(=O)O,2.12
ZDQUFHKLYMTASK-UHFFFAOYSA-N,CCN(CC1=CC(=O)N(CC2CC2)C(C)=C1)C1=CC=C(F)C=C1,3.2
ZDRFDHHANOYUTE-IOSLPCCCSA-N,CSC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0.09
ZDRHPMCPCCGRIB-HJWRWDBZSA-N,CCCCCC/C=C\CC1=C(C)NC2=CC=CC=C2C1=O,5.94
ZDRNBOQHQVAOEE-UHFFFAOYSA-N,COC1=CC2=C(C=C1Cl)C(=O)C(C1=CC=C(COC3=CC=C(OC(F)(F)F)C=C3)C=C1)=C(C)N2,4.4
ZDSIFJWILYIOPS-UHFFFAOYSA-N,CN1CCC(NC2=NN3C(C4=CN(C5=CC=C(F)C=N5)N=C4)=CN=C3C=C2)CC1,2.9
ZDSMRCALKWRRFK-RBSFLKMASA-N,CN1CC[C@H](C2=NNC(NC3=CC=NC(N(C)C[C@H]4CC[C@H](N)CC4)=N3)=C2)C1=O,0.96
ZDSYONDWGBGPTQ-UHFFFAOYSA-N,CC1=CC=NC(COC2=CC=C(C#N)C=C2C2=CC=C3CCNCCC3=C2)=C1,2.8
ZDTGFZLFPOZTDP-UHFFFAOYSA-N,O=C(CN1CCN(C2=NC=CS2)CC1)NC1=NC2=C(CCCC2)S1,3.8
ZDTOKSOCGMDLIP-UHFFFAOYSA-N,N#CCC1=C(C2=CC=C(Cl)C=C2)N(C2=CC=CC=C2Cl)N=C1C(=O)NCC1=CC=C(Br)C=C1F,4.5
ZDUUJAZQZQAJEO-DENIHFKCSA-N,O=C(O)C[C@H](CN1CC[C@@H](CCC2=CC=C3CCCNC3=N2)C1)C1=CC=CC(OC2COC2)=C1,2.07
ZDVPJLHLIOJWRK-UHFFFAOYSA-N,O=C(C1=C(C2=CC=C(O)C=N2)OC2=CC=C(O)C(CN3CCCC3)=C12)N1CCC1,0.8
ZDVPWQBMSWEBJS-UHFFFAOYSA-N,CCC1=CN2C(NS(C)(=O)=O)=NN=C2C=C1OCC12CC3CC(CC(C3)C1)C2,3.1
ZDVUHWLVMSINFE-UHFFFAOYSA-N,CC1(C)NC(=O)C2=C(C=CC(S(=O)(=O)NC3=CC=C(C(F)(F)F)C=C3)=C2F)NC1=O,2.4
ZDWRGSYMUVYIQJ-UHFFFAOYSA-N,CC1(C)N=C(N)N=C(N)N1C1=CC=CC(COC2=CC=CC(C3=CC=CC=C3)=C2)=C1,0.69
ZDXBDOPHJFNMDZ-UHFFFAOYSA-N,COC1=CC(S(=O)(=O)NC2=CC=C(NC3=CC=NC(N4CCCC4)=N3)C=C2)=C(C)C=C1C,4.82
ZDXREZFNPUOZCQ-ZWKOTPCHSA-N,CCN(C(=O)C1=CC=CC=C1OCC1=CC=CC=C1F)[C@@H]1CCC[C@H](N)C1,0.7
ZDXVBHMGBXHWOR-UHFFFAOYSA-N,CC(C)C1=NC(C)(C2=CC=CC(C3=CC=CN=C3)=C2)N=C1N,1.1
ZDZIZPHZHKMTAB-UHFFFAOYSA-N,O=C(C1=CC=CC=C1)N1CCC2(CC1)CCN(C(=O)N1CCN(C3CCC3)CC1)C2,1.8
ZEAUVGIZONYILM-CABCVRRESA-N,CO[C@@H](C)C1=NC(N2CCN(C3=NC=C(OCC4=CC=NC=C4C#N)C=N3)[C@H](C)C2)=NO1,2.8
ZEAUVGIZONYILM-HUUCEWRRSA-N,CO[C@H](C)C1=NC(N2CCN(C3=NC=C(OCC4=CC=NC=C4C#N)C=N3)[C@H](C)C2)=NO1,2.9
ZEBCALAVOGKIJZ-UHFFFAOYSA-N,COC1=CC=CC2=C1NC(C)=C(CC1=CC=CC=C1)C2=O,2.24
ZEBPCHHXXSJEEI-UHFFFAOYSA-N,CCOP(C)(=O)C1=CC=C(C(F)(F)F)C=C1,2.4
ZECIXPXSTBBHEA-UHFFFAOYSA-N,CC(=O)NC1=CC(NC2=NC3=C(C#N)C=NN3C(NC3CC3)=C2)=C(F)C=C1C,2.3
ZECJEHQTOHGKFP-UHFFFAOYSA-N,FC1=CC=CC=C1CN1C=CC2=C(OC3CCN(CC4=CC=CC=N4)CC3)N=CN=C21,3.75
ZECLUEQHECZEQQ-UHFFFAOYSA-N,CN1C(COC2=CC=CC(C(=O)O)=C2)=NC2=CC=C(OC3=CC=C4CCOC4=C3)N=C21,1.4
ZECWXZXMXBVQIW-UHFFFAOYSA-N,O=C(CN(C(=O)C1=CC=C(C2=CC=CC=N2)C=C1)C1CCOCC1)NC1=CC(F)=CC(F)=C1,2.5
ZEDNPJDTVRDWDO-UHFFFAOYSA-N,COC1=CC=CC=C1C1N(CC2=CC=CC=C2)C(=O)C1(C)C,3.7
ZEECKAXMECYPMG-UHFFFAOYSA-N,CCC(=O)C=CC(=O)OCC(O)COC1=CC=CC=C1C,2.16
ZEEGVTKARNWBCK-UHFFFAOYSA-N,CC(=O)NC1CCN(CC2=CC3=NC(C4=CC=CC5=C4C=NN5)=NC(N4CCOCC4)=C3S2)CC1,3.2
ZEEXTKPIKYQLNU-ZXDZNIDXSA-N,COC12[C@@H]3N[C@@H]3CN1C1=C(O)C(C)=C(NC3=CC=C(N=CC(=O)O)C=C3)C(O)=C1[C@@H]2COC(N)=O,-0.78
ZEHMAUGAZFSJNV-UHFFFAOYSA-N,COC1=CC=CC=C1NC1=C(C(=O)NC2=CC=C(C3CCN(C)CC3)C=C2)C(=O)NC=C1,2.7
ZEISXBXYVVKDDA-UHFFFAOYSA-N,CNC1=CC(NC2=CC=CC=C2)=CC(C2=CC=NC(NC(=O)C3CCOCC3)=C2)=C1,4.2
ZEIURZLYWZFVGC-OAQYLSRUSA-N,CC[C@@H](NC1=C(C#N)C(C2=CC=C(C3=CC=CC(Cl)=C3)C=C2)=NC2=CN=CC=C12)C(N)=O,3.1
ZEJFMNLDIRSBQU-UHFFFAOYSA-N,CC(C)CCCC(C)CCC1=CN=C(NCC(P(=O)(O)O)P(=O)(O)O)S1,-2.12
ZEJGQLBINOBMRS-UHFFFAOYSA-N,CN1C=C(C2=CN3N=CC=C3C(C3=CN(C4(CC#N)CN(CC#N)C4)N=C3)=N2)C=N1,1.5
ZELKFGCESYLZNT-NSHDSACASA-N,CC(C)(C)CCNC1=CC(N[C@H]2CCNC2)=NC=N1,0.6
ZENLCDFVQUEFSK-UHFFFAOYSA-N,O=C(O)C1=CC=C(C2=C3CCCCN3C(C(=O)C3=C(Cl)C=CC=C3Cl)=N2)C(F)=C1,1.5
ZEPHBHNMKKSYEJ-DYXDTQHNSA-N,C[C@H]1[C@H](F)C[C@@H](C(=O)NCC2=CC(C3=CN=C(C(F)(F)F)N=C3)=C(C#N)C=N2)N1S(=O)(=O)C1=CC=C(F)C=C1,2.3
ZERPGXMMUNAELZ-UHFFFAOYSA-N,COCC1=CC=C(C(=O)C2=CNC3=NC=C(C4=CN(C5CCNCC5)N=C4)C=C23)C(Cl)=C1,1.7
ZESJVQYWCZXRPG-AFESJLNVSA-N,CCC[C@@H]1CCCCN1C(=O)C1=CC=CC(C2=CC=CC(N3N=CC(C(=O)O)=C3[C@H]3C[C@@H]3C3=CN(C)N=N3)=C2)=C1,3.0
ZESJVQYWCZXRPG-LGPLSSKUSA-N,CCC[C@@H]1CCCCN1C(=O)C1=CC=CC(C2=CC=CC(N3N=CC(C(=O)O)=C3[C@@H]3C[C@H]3C3=CN(C)N=N3)=C2)=C1,3.0
ZESJVQYWCZXRPG-UHFFFAOYSA-N,CCCC1CCCCN1C(=O)C1=CC=CC(C2=CC=CC(N3N=CC(C(=O)O)=C3C3CC3C3=CN(C)N=N3)=C2)=C1,2.9
ZETFXCZVOVTZST-UHFFFAOYSA-N,CC1=CC=C(CN2C(=O)NC3=C(N)N=C(C(F)(F)F)C=C32)C=N1,2.3
ZEVATMATUNVQKT-CVUOCSEZSA-N,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)[C@H]1CC[C@H](CNC(=O)[C@H]2CC[C@H](CNC(=O)CN3CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC3)CC2)CC1)C(=O)O)C(=O)O,-1.12
ZEWJOAGDBRHPRC-UHFFFAOYSA-N,COC1=CC2=C(C=C1NC(=O)C1=CC=C(C(C)(C)O)C=C1)CCCCC2,4.0
ZEWQUBUPAILYHI-UHFFFAOYSA-N,CN1CCN(CCCN2C3=CC=CC=C3SC3=CC=C(C(F)(F)F)C=C32)CC1,3.945
ZEXRVLSADZXFLV-QGZVFWFLSA-N,O=C(NC1=CC=C2NN=CC2=N1)[C@H]1CCCN1C(=O)C1(C2=CC=C(Cl)C=C2)CC(F)(F)C1,4.7
ZEYAXGNLTQYPRW-UHFFFAOYSA-N,COC1=CC=C2N=C(C)N(C3=CC=C(OCCCN4CCCC4)C=C3)C(=O)C2=C1,1.7
ZEYHEAKUIGZSGI-UHFFFAOYSA-N,COC1=CC=C(C(=O)O)C=C1,1.95
ZEYQTYMPHMKOQR-UHFFFAOYSA-N,COC1=CC(C2(C)NC(=O)N(CC(=O)C3=CC=C(F)C=C3F)C2=O)=CC(OC)=C1OC,4.47
ZEYUPKBSCVGTMF-UHFFFAOYSA-N,O=C(O)CC1=CC=CC=C1NC1=C(Cl)C=C(F)C=C1Cl,1.27
ZEZKQTSWHMPFHQ-UHFFFAOYSA-N,O=P1(C2=CC=C(C(F)(F)F)C=C2)CCOCC1,1.25
ZEZPDHKACVMMCD-UHFFFAOYSA-N,C1=C(CS/C(=N\C2CCCCC2)NC2CCCCC2)N2CCN=C2S1,-0.2
ZFAJPOLKQKSTMN-UHFFFAOYSA-N,NCC1=CC(C2=CC=CC(C(=O)NC3=CC=CC=C3CC(=O)O)=C2)=CC=C1Cl,2.1
ZFBBUEHJDYOPSU-UHFFFAOYSA-N,CC1(CO)NC(=O)N(C2=CC=C(F)C(C(F)(F)F)=C2)C1=O,1.9
ZFBOZMVKKSBMOK-UHFFFAOYSA-N,COC1=CC=C(C2=CN3C=CC(N4CCN(C5CCCC5)CC4)=CC3=N2)C(OC)=C1,2.13
ZFBXEZXNMUJCFG-UHFFFAOYSA-N,CC1=CC(COC2=CC=CC(F)=C2F)=NC(C2=CC=CC=N2)=N1,3.2
ZFCHOIXDYDKFFE-UHFFFAOYSA-O,CC(OC[N+]1=C(/C=N/O)N(C)C=C1)C(C)(C)C,-0.68
ZFCQLDAGNBFMJQ-ICSRJNTNSA-N,CC[C@@]12C=C(C(=O)O)N3C4=C(CCN(CCC1)[C@@H]42)C1=CC=CC=C13,0.06666666666666667
ZFCQLDAGNBFMJQ-QUCCMNQESA-N,CC[C@@]12C=C(C(=O)O)N3C4=C(CCN(CCC1)[C@H]42)C1=CC=CC=C13,-0.36333333333333334
ZFDHZDONBOMVLZ-UHFFFAOYSA-N,CN1C(CN2CCC(C3=CC=CC(OCC4=CC=C(Cl)C=C4F)=N3)CC2)=NC2=CC=C(C(=O)O)N=C21,2.0
ZFDJWQBANGGDHF-UUNMLIRYSA-N,COC1=CC=C(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](CC2=CC=CC=C2)NC(=O)O[C@H]2CO[C@H]3OCC(F)(F)[C@H]32)C=C1,-0.29
ZFEDARIKGLHKFD-ABAIWWIYSA-N,N#CC1=CC=C(NC2=NN([C@H]3COCC[C@@H]3C#N)C=C2C(N)=O)C=C1Cl,2.18
ZFEGLYHROKAIFG-UHFFFAOYSA-N,COC1=CC(O)=C2C(=O)C=C(C3=CC=C(N4CCN(C)CC4)C=C3)OC2=C1OC1=C(C)NN=C1C,2.01
ZFEMHEFGCVEMHG-GAJHUEQPSA-N,COC1=NC(NC(=O)[C@@H]2C[C@@]2(COC2=CN=C(C)N=C2C)C2=CC=CC(F)=C2)=CC=C1F,3.6
ZFFWPQZVZZEZMJ-SUDWGGGTSA-N,C[C@H]1O[C@@H](N2C=NC3=C(N)N=C(OCC4CC45CC5)N=C32)[C@H](O)[C@@H]1O,1.78
ZFHIOYANRKWHPJ-UHFFFAOYSA-N,CC1(CC(=O)NCC2=CC=C3CCOC3=C2)CC2(CCCCC2)OO1,2.8
ZFIUVNILADYOSV-UHFFFAOYSA-N,CC(C)(C)C(=O)OCOP(=O)(O)C(Cl)(Cl)P(=O)(O)OCOC(=O)C(C)(C)C,-2.13
ZFJGUCDFNCMUJO-UHFFFAOYSA-N,CCC1=C(C)NC2=CC(OC)=C(Br)C=C2C1=O,1.7
ZFJTXQXJCADPJP-JXMROGBWSA-N,COC(=O)CN1C(=O)OC2=C(C(=O)/C=C/C3=CC=C(O)C=C3)C=CC=C21,1.46
ZFJXFNJHYVVZQG-UHFFFAOYSA-N,CC(O)C1=CC=C2OCC(=O)N(CCN3CCC(NCC4=CC=C5OCC(=O)NC5=N4)CC3)C2=C1,0.3
ZFKMUEUDOZOGQT-UHFFFAOYSA-N,CS(=O)(=O)C1(C2=CC(N3C4CCC3COC4)=NC(C3=CN=CC4=C3C=CN4)=N2)CC1,2.1
ZFMITUMMTDLWHR-UHFFFAOYSA-N,NC1=CC(N2CCCCC2)=NC(N)=[N+]1[O-],-3.99
ZFMRDRXPXZUHDB-UHFFFAOYSA-N,CCC(NC(=O)C1(N)CCN(C2=NC=NC3=C2C=CN3)CC1)C1=CC=C(Cl)C=C1,3.5
ZFMRNPSPULNEBG-UHFFFAOYSA-N,N#CC1=CNN2C(=O)C=C(CC3=CC=CC=C3)N=C12,1.43
