logD,caco2_atob_LogPapp,caco2_btoa_LogPapp,mppb_LogUnbound,hppb_LogUnbound
3.4,-7.221848749616356,-5.769551078621726,,
2.545,,,,
4.3,,,,
3.7,,,,
2.53,,,,
1.2,,,,
,,,,0.1461280356782398
2.7,,,,
2.97,,,,
3.6,,,,
3.69,,,,
2.9,,,,
2.0,,,,
2.3,,,,
,-6.154901959985743,-5.327902142064283,,1.1760912590556813
0.6,,,,
-0.41,,,,
-0.23,,,,
,,,,1.997298992409514
3.3,,,,0.357934847000454
1.8,,,,
2.8,,,,
2.99,,,,
3.4,,,,
3.4,,,,
2.32,,,,
3.2,,,,
1.0,,,,
,,,,0.47712125471966244
3.7,,,,
0.18,,,,
,,,,1.1121020547708906
4.8,,,,
4.1,,,,
1.63,,,,
2.7,,,,
,,,,0.8943160626844386
1.7000000000000002,,,,
3.2,,,,
,-6.221848749616356,,,
2.91,-6.3979400086720375,,,
5.1,,,,
3.2,,,,
3.2,,,,
3.0,,,,
1.2,,,,
2.31,,,,
1.1,,,,
,-4.7594507517174005,-4.835647144215563,,-1.0457574905606586
0.7,,,,
1.5,,,,
2.06,,,,
2.06,,,,
0.09999999999999999,,,,
3.2,,,,
2.8,,,,
,-4.6777807052660805,,,
,-7.698970004336019,-6.568636235841013,,
0.52,,,,
1.6,,,,
4.9,,,,
3.1,,,,
,-4.886056647693163,-4.481486060122113,,
,-5.958607314841775,-4.879755204453635,,
1.74,,,,
2.0300000000000002,,,,
2.7,,,,
3.02,,,,
4.01,,,,
,-6.455931955649724,,,
,-5.769551078621726,,,
3.7,,,,
3.39,,,,
,,,1.568201724066995,
2.93,,,,
,,,,-0.13076828026902682
3.0,,,,
,,,,1.9943171526696368
3.19,,,,
3.2,,,,
3.3,,,,
5.68,,,,
1.0,,,,
2.01,,,,
,,,0.9444826721501685,0.643452676486188
1.7,,,,
2.3,,,0.8195439355418683,1.380211241711606
3.7,-5.293282217663242,-5.3325470471100465,,
0.8966666666666668,,,,
0.5,,,,
,,,,0.49554433754644783
2.2,-4.468521082957745,,,
,,,,-0.22184874961636047
2.5,,,,
3.1,,,,
2.02,,,,
3.2,,,,
1.63,,,,
2.17,,,,
1.9,,,,
3.2,,,,
-0.71,,,,0.38021124171160703
0.79,,,,
3.2,,,,
-1.33,,,,
2.025,,,,
0.395,,,,
0.7,,,,
2.4,,,,
-1.14,,,,
3.07,,,,
2.7,,,,
3.4,,,,
,,,,0.801403710017355
0.087,,,,
1.96,,,,
2.4,,,,
,,,0.5352941200427713,-0.4436974992327134
3.4,,,,
,,,,0.5831987739686225
4.4,,,,
1.21,,,,
3.3,,,,
,-5.563837352959244,,,
,-5.3979400086720375,,,
2.6,,,,
4.6,,,,
3.0,,,,
2.1,,,,
0.4,,,,0.5185139398778871
2.2,,,,
,,,,-0.004364805402452329
3.64,,,,
4.32,,,,
-0.71,,,,
,,,,0.330413773349191
0.3,,,,
-2.66,,,,
5.2,,,,
,-5.8326826652518236,,0.041392685158222794,
,-5.376750709602099,,,
,,,,-0.11350927482752038
0.57,,,,
2.59,,,,
3.67,,,,
2.14,,,,
,-6.468521082957745,-5.578396073130169,,
1.21,,,,
2.8,,,,
1.8,,,,
1.2,,,,
0.5366666666666667,,,,
1.9,,,,
-0.39,,,,
2.6,,,,
2.96,,,,
0.38,,,,
3.9,,,,
3.9,,,,
3.0,,,,
5.6,,,,
2.1,,,,
2.0966666666666667,,,,
3.9,,,,
2.5,,,,
0.1,,,,
0.2,,,,
0.86,,-4.422508200162775,,
-0.82,,,,
,,,0.43136376415898775,0.4623979978989569
,,,,-0.6989700043360126
0.38,,,,
1.6,,,,
0.0,,,,
4.24,,,,
1.07,,,,
,,,,0.5831987739686225
3.1,,,,
2.56,,,,
3.3,,,,
1.74,,,,
3.4,,,,
-0.56,,,,
3.2,,,,
0.0,,,,
1.8,,,,
2.72,,,,
,,,,1.7730546933642626
,-6.823908740944319,,,
4.5,,,,
,-4.920818753952375,,1.9921114877869497,
,,,,0.0
3.4,,,,
,-6.508638306165727,,,
-1.6179999999999999,,,,
2.9,,,,
2.4,,,,
2.8,,,,
2.3,,,,
0.9,,,,
,,,,1.212720154417842
,-5.958607314841775,,,
2.94,,,,
,,,,-0.5228787452803417
1.6,,,,
3.1,,,,
3.9,,,,
3.46,,,,
2.1,,-4.621602099051862,,
3.1,,,,
3.8,,,,
2.1,,,,
2.2,,,,
2.7,,,,
3.0,,,,
3.6,,,,
2.54,,,,
,-4.522878745280337,,,
3.6,,,,
1.2,-4.958607314841775,,,
1.4,-5.0,,,
1.7,,,,
1.73,,,,
0.7525,,,,
3.8,,,,
,,,1.3422252293607904,1.092720644684099
3.1,,,,
2.6,,,,
,,,,1.662757831681574
2.5,,,,
3.3,,,,
1.2,,,,
1.4,,,,
,-5.823908740944319,-5.853871964321762,,
,,,0.3010299956639812,0.47712125471966244
4.4,,,,
2.9,,,,
,,,-0.39794000867203144,0.27875360095283025
2.9,,,,
0.01,,,,
4.7,,,,
,,,0.7781512503836436,
1.4,,,,
-0.37,,,,
,,,,-0.8239087409443023
1.2,-5.236572006437063,,,0.2718416065365
3.4,,,,
,,,-0.6989700043360126,
,-4.059483515067432,-4.006563769502388,,
1.5,,,,
2.18,,,,
3.1,,,,
0.6,,,,
1.9,,,,
2.3,,,,
1.2,,,,
,,,,-0.3279021420642836
3.7,,,,
-0.088,,,,1.6916707655945193
4.9,,,,
1.34,,,,
2.6,,,,
1.6,,,,
1.24,,,,
1.5,,,,
2.8,,,,
,-4.989064335295615,,,-0.09691001300805796
1.2,,,,
,,,,-1.0969100130080656
2.9,,,,
1.69,,,,
3.2,,,,1.0
,-4.396855627379818,,,
1.3,,,,
2.2,,,,
2.9,,,,
,,,,0.732393759822969
4.9,,,,
1.4,,,,
2.5,,,,
0.1,,,,
,-5.795880017344075,-4.534617148551582,,
4.6,,,,0.11394335230683582
0.56,,,,
1.5,-6.356547323513813,,,
1.9,,,,1.6020599913279623
,,,1.8129133566428555,1.7634279935629373
0.26,,,,
3.4,,,,
2.3,,,,
,-5.3979400086720375,,,
3.2,,,,
2.9,,,,0.6503075231319364
,-5.698970004336019,,,
1.4,,,,
3.05,,,,
-0.11,,,,
-1.14,,,,
-0.3,,,,
2.9,,,,
3.9,,,,
1.7,,,,
2.1,,,,
2.1,,,,
,,,0.6720978579357177,
0.7,,,,
3.12,,,,
3.13,,,,
3.2,,,,
,,,,0.0
3.2,,,,
,,,,-1.0457574905606586
3.9,,,,
3.1,,,,
,-5.301029995663981,,,
4.2,,,,1.4082399653118494
4.1,,,,
1.99,,,,
1.07,,,,
0.97,,,,
1.6,,,,
3.8,-4.508638306165727,,,
0.72,,,,
2.2,,,,
2.8,,,,
1.8,,,,
1.4,,,,
4.2,,,,
5.03,,,,
0.14,,,,
3.76,,,,
1.1,-4.721246399047171,,,
1.2,,,,
2.7,-4.795880017344075,,,
2.8,,,,
4.8,,,,
3.8,,,,
2.3,,,,
2.31,,,,
2.0,,,,
,-4.795880017344075,-3.9430951486635273,,
2.0,,,,
5.1,,,,
3.45,,,,
0.3,,,,0.36921585741014346
,,,,1.0672568892381502
1.8,,,,
0.82,,,,
-0.17,,,,
,,,,1.0572856444182146
2.7,,,,
1.76,,,,
2.12,,,,
-2.0,,,,
,,,0.0,
2.94,,,,
,-6.368556230986828,-6.186419011431808,,
,,,,-0.09691001300805796
4.1,,,,0.0
,,,,0.6627578316815735
,,,,0.44715803134221876
3.6,,,,
0.77,,,,
2.7,,,,
3.1,,,,
2.2,,,,1.557507201905658
3.3,,,,0.8920946026904802
,,,,1.2671717284030137
2.8,,,,
2.4,,,,
,,,0.9030899869919435,
3.5,,,,
2.53,,,,
3.6,,,,
2.2,,,,
,-4.853871964321762,,,
,-4.070581074285707,-4.187086643357144,,
2.9,,,,
5.0,,,,
0.0,,,,
0.7,,,,
2.9,,,,
-0.845,,,,
,,,,1.775683249026044
,,,,1.5169318088680128
4.1,,,,
2.43,,,,
2.07,,,,
2.8,,,,
2.0,,,,
2.44,,,,
1.8,,,,
4.82,,,,
5.15,,,,
3.4,,,,
1.5,,,,
2.7,,,,
2.8,,,,
1.43,,,,
0.21,,,,
1.8,,,,
2.9,,,,
1.5,,,,
,-4.752026733638194,,,
3.11,,,,
,,,0.9030899869919435,0.8450980400142568
1.45,,,,
3.2,,,,
-1.78,,,,
,-4.3872161432802645,-4.5376020021010435,,
1.28,,,,
0.51,,,,
3.2,,,,
3.5,,,,
6.2,,,,
0.75,-5.0,,,
1.8,,,,
3.86,,,,
,-4.903089986991944,-4.488116639021126,,
2.3,,,,
4.3,,,,
1.8,,,,
3.0,,,0.6532125137753437,
1.8,-4.346787486224656,,,
3.5,,,,
-0.3,,,,
-1.55,,,,
2.81,,,,
,,,,0.9405164849325671
1.52,,,,
0.72,,,,
3.83,,,,
4.2,,,,
,,,,1.454387467146955
3.95,,,,
2.76,,,,
2.6,,,,
,-6.184422251675733,-4.853871964321762,,
3.4,,,,
1.22,,,,
1.8,,,,
1.8,,,,
0.15,,,,
1.3,,,,
3.3,-4.8326826652518236,,,
3.2,,,,
,,-4.494850021680094,,
1.84,,,,
4.25,,,,
0.7,,,,1.968482948553935
3.51,,,,
,,-4.301029995663981,,
-0.36,,,,
1.6,,,,
,-4.698970004336019,-4.7447274948966935,,
2.6466666666666665,,,,
1.04,,,,
2.96,,,,
1.8,,,,
,,,,0.4871383754771855
1.0,,,,
1.97,,,,
2.37,,,,0.7543483357110194
-1.82,,,1.4913616938342726,1.3222192947339193
1.8,,,,
3.36,,,,
1.7,,,,
4.1,,,,
0.8,,,,
1.8,,,,
,,,0.0,-0.6989700043360126
,-5.570247719997592,-4.628193541492584,,
2.4,,,,
0.52,,,,
2.18,,,,
4.28,,,,
3.3,,,,
4.7,,,,
2.31,,,,
3.2,,,,
4.77,,,,
1.5,,,,
,-4.327902142064283,,,
3.1,,,,
1.72,,,,
2.6,,,,
2.17,,,,
2.2,,,,
2.614,,,,0.6503075231319364
-0.26,,,,
-0.35,,,,
2.95,,,,
,,,,1.7403626894942439
,-5.494850021680094,-4.5718652059712115,,
,,,,0.3010299956639812
0.8,,,,
2.79,,,,
1.585,,,,
2.5,,,,
2.5,,,,
2.26,,,,
,-5.701146923590294,,,
2.09,,,,
2.6,,,,
,,,1.0413926851582251,0.9542425094393249
,-5.1938200260161125,,,
4.01,,,,
-1.03,,,,
3.4,,,,
2.59,,,,
2.6,,,,
1.9,,,,
1.9,,,,
1.65,,,,
1.09,,,,
2.6,,,,
2.0,,,,
-1.8,,,,
,,,,0.6503075231319364
2.95,,,,
2.8,,,,
2.2,,,,
0.8,,,,1.461648568063455
0.38,,,,
4.68,,,,
2.5,,,,
2.5,,,,
2.32,,,,
2.1,,,,
3.3,,,,
3.0,,,,
2.9,,,,
4.43,,,,
-0.18,,,,
1.5,,,,
3.2,,,,
2.3,,,,
,-5.6777807052660805,-5.292429823902063,,
3.37,,,,
,,,,1.2041199826559248
2.8,,,,
0.32,,,,
2.2,,,,
0.0,,,,
2.99,,,,
4.85,,,,
2.8,,,,
4.27,,,,
2.95,,,-1.0000000000000246,-1.0000000000000246
3.16,,,,
,,,0.4623979978989569,
2.54,,,,
,-4.875169850586141,,,
6.0,,,-0.4089353929735002,
,-4.6192462291961,-4.696156225111346,,
-1.08,,,,
0.8,,,,
3.5,,,,
3.3,,,,
0.8,,,,
1.0,,,,
1.0,,,,
2.3,-7.0,,,
2.9,,,,
2.7,,,,
2.2,,,,
,-6.221848749616356,-5.309803919971486,,
,-5.2441251443275085,,,
2.3,,,,
,-6.036212172654444,-5.145086977692144,,
1.9,,,,1.235528446907549
1.34,,,,
2.7,,,,
3.5,,,,
2.35,,,,
,,,,1.5169318088680128
2.4,,,0.9537596917332285,1.0310042813635365
1.6,,,,
-0.97,,,,
0.47,,,,
1.6,,,,
2.8,,,,
,,,,1.0
2.0,,,,
2.95,,,,
2.86,,,,
0.11,,,,
5.25,,,,
,,,,1.549738731264899
-1.6,,,,
3.1,,,,
3.26,,,,
3.752,,,,
3.7,,,,
1.63,,,,
0.41250000000000003,,,,
,,,,1.8333383889393977
3.5,,,,
,,,,-0.7447274948966774
0.3,,,,
3.0,,,,
2.2,,,,
0.72,,,,
3.65,,,,
1.9,,,,
,,,1.543322900646912,1.3027637084729817
0.8,-6.301029995663981,,,
1.6,,,,
,-4.603800652904264,,,
2.6,-4.585026652029182,,,
3.35,,,,
3.4,,,,
3.4,,,,
2.9,,,,
1.1,,,,
-0.3563636363636364,,,,1.898560644939712
3.5,,,,
,-6.045757490560675,,,
2.2,,,,
1.3,,,,
3.8,,,,
2.72,,,,
,,,0.17609125905568124,
3.1,,,,
1.21,,,,
1.19,,,,
,-5.167491087293763,,,
2.04,,,,
2.6,,,,
,-5.096910013008056,,,
1.67,,,,
2.6,,,,
0.9,,,,
,,,,0.11394335230683582
,,,1.0606978403536116,0.11394335230683582
3.22,,,,
3.0,,,,
3.8,-4.236572006437063,,,
,-6.698970004336019,,,
1.365,,,,
0.9,,,,
-0.69,,,,
2.2,,,,
5.7,,,,
,,,,0.07554696139252993
1.1,,,,
2.8,,,,
3.9,,,,
4.3,,,,
1.62,,,,
3.58,,,,
,,,1.9138138523837167,1.8762178405916423
1.2,,,,
1.6,,,,
1.6,,,,
,,,1.0086001717619177,
1.8,,,,
1.1,-5.552841968657781,,,
0.3,,,,
0.73,,,,
2.7,,,,
1.3,,,,
5.3,,,,
1.1,,,,
4.3,,,,
2.2,,,-0.1549019599857414,
,,,0.23044892137827466,-0.1549019599857414
0.0,,,,
1.5,,,,
3.9,,,,0.19312459835446222
3.9,,,,0.23044892137827103
-1.63,,,,
4.4,,,,
2.51,,,,
2.49,,,,
1.6,,,,
-0.26,,,,
1.0,,,,
2.98,,,,
2.3,,,,
3.57,,,,
,,,,0.14301480025409527
,,,,1.5561818466529111
,,,1.0413926851582251,1.0791812460476249
6.88,,,,
,,,,0.17318626841227255
3.1,,,,
0.19,,,,
,-5.036212172654444,,,
2.15,,,,
1.9,,,,
2.3,,,,
-1.74,,,,
,-4.920818753952375,-4.508638306165727,,
3.48,,,,
3.12,,,,
3.2,,,,
4.35,,,,
2.9000000000000004,,,,
-0.7,,,,
2.7,,,,
3.88,,,,
,,,,1.0086001717619177
2.8,,,,
0.45,,,,
2.0,,,,
2.1,,,,
0.8,,,,
3.4,,,,
2.0,,,,
1.7,,,,
1.765,,,,
1.4,,,,
2.08,,,,
0.36,,,,
3.2,,,,
1.5,,,,
0.9,,,,
,-6.494850021680094,-5.455931955649724,,
0.4,,,,
,,,1.462397997898956,1.5440680443502757
,-6.698970004336019,,,
,,,,0.5910646070264999
2.77,,,,
0.96,,,,
,-4.795880017344075,-4.853871964321762,,
,-6.154901959985743,,,
-2.3166666666666664,,,,
1.7,,,,
2.3,,,,
,-6.3979400086720375,,,
-3.1,,,,
4.87,,,,
2.41,,,,
,-5.167491087293763,,,
,-4.568636235841013,-4.568636235841013,,0.8976270912904417
-0.006666666666666599,,,,
3.2,,,,
-0.24,,,,
3.7,,,,
2.7,,,,0.6901960800285142
2.7,,,,
,,,1.414973347970818,1.414973347970818
,-6.522878745280337,,,
-0.25,,,,
,,,1.2787536009528289,1.4471580313422192
,,,,0.8573324964312686
2.7,,,,
1.7,,,,
1.6300000000000001,,,,
5.2,,,,
3.4,,,,
3.4,,,,
4.7,,,,
3.3,,,,
2.8,,,,
,,,,0.8466463285771179
0.1,,,,
1.23,,,,
2.2,,,,
,-6.301029995663981,-4.903437561625864,,-0.4948500216801033
,,,1.2174839442139063,1.4166405073382808
4.2,,,,
3.2,,,,
7.21,,,,
,,,,0.43136376415898775
3.6,,,,
,-4.573814174755489,-4.5828605902726745,,1.4065401804339552
,,,,0.38021124171160703
3.8,,,,
0.5,,,,
2.0,,,,
0.5,-6.154901959985743,,,
0.2,,,,
0.0,,,,
1.5274999999999999,,,,
,-5.259637310505756,,,
4.0,,,,
3.9,,,,
2.0,,,,
1.4,,,,
3.1,,,,0.9127533036713233
3.3,,,,
4.05,,,,
0.41,,,,
1.3,,,,
2.0,,,,
-0.56,,,,
3.4,,,,
4.27,,,,
4.7,,,,
2.8,,,,
3.99,,,,
0.34,,,,
,-5.229147988357856,-4.214670164989233,,
0.05,,,,
2.3,,,,
0.55,,,,
2.39,,,,
,,,,0.8388490907372557
3.8,,,,
,-5.958607314841775,-4.116338564846382,,0.9030899869919435
1.3,,,,
0.63,,,,
,-4.673459331483438,,,
5.9,,,,
0.49,,,,
3.1,-4.236572006437063,,,0.47712125471966244
2.1,,,,
1.61,,,,
1.55,,,,
3.62,,,,
2.6,,,,
,-4.94692155651658,,,
,,,,0.47712125471966244
3.3,,,,
3.0,,,,
,,,,0.0
5.46,,,,
0.8,,,,
,,,,0.6884198220027102
2.5733333333333333,,,,
3.5,,,,
1.8,,,,
6.2,,,0.1461280356782398,0.17609125905568124
4.1,,,,
3.1,,,,
2.31,,,,
,-5.050609993355088,-5.136677139879544,,
,-5.0915149811213505,-4.958607314841775,,
1.0,,,,
,,,,1.4181354984252321
2.36,,,,
3.21,,,,
,-7.0,,,
,-7.0,,,
2.15,,,,
1.2,,,,
,-4.172630726946175,-3.987162775294828,,
0.8,,,,
,-4.818156412055227,,,0.1461280356782398
2.93,,,,
3.5,,,,
0.67,,,,
5.3,,,,
0.6,,,,
3.46,,,,
-1.84,,,,
2.8,,,,
-2.59,,,,
,,,,-0.09691001300805796
2.4,,,,0.8195439355418683
-0.99,,,,
5.7,,,,
,-4.690369832574102,-4.709965388637482,,
-0.54,,,,
,,,,-0.3010299956639812
1.9,,,,
4.86,,,,
0.47,,,,
3.7,,,,
,,,,0.8061799739838875
3.8,,,,
1.44,-4.747146969020107,-4.305394801066432,,
,,,,1.3424226808222062
-0.19,,,,
2.52,,,,
-0.41,,,,
,,,,-0.5228787452803417
2.35,,,,0.4623979978989569
,,,,1.505149978319906
,,,,-0.3010299956639812
,-5.537602002101044,,,
,,,,1.0413926851582251
1.9,,,,
2.0,,,,
4.0,,,,-0.39794000867203144
2.4,,,,
2.0,,,,
,,,,0.5065050324048712
2.6,-6.3979400086720375,,0.7781512503836436,1.0413926851582251
4.5,,,,
,,,0.0,
2.455,,,,
,-4.692503962086787,-4.991399828238083,,
4.1,,,,
1.81,,,,
2.3,,,,
1.9,,,,
-0.91,,,,
2.3,,,,
3.59,,,,
2.9,,,,
3.3,,,,
2.9,,,,0.5314789170422558
1.2,,,,
-1.2,,,,
,-6.698970004336019,,,
0.55,,,,
1.26,,,,
2.14,,,,
3.26,,,,
0.34,,,,
1.51,,,,
3.4,,,,0.6020599913279624
2.54,,,,
0.047,,,,
3.1,-4.386686838544541,-4.42423501946328,,
3.1,,,,
,,,,1.7075701760979363
2.5,-4.4089353929735005,,,
1.85,,,,
4.13,,,,
2.4,,,,
1.7,,,,
,-4.3325470471100465,,,
2.44,,,,
1.98,,,,
3.27,,,,
2.0,,,,
3.5,,,,
2.31,,,,
,-4.688246138944246,-4.718966632752273,,
,,,,1.254064452914338
,,,,0.7075701760979359
1.9,,,,
3.3,,,,
-2.01,,,,
3.2,,,,
,,,,0.0
1.99,,,,
3.4,,,,
2.68,,,,
2.2,,,,
3.09,,,,
3.0,,,,
,-4.890759031411797,-5.161150909262744,,
,-4.886390848926972,-5.157390760389438,,
1.0,,,,
2.4,,,,
2.5,,,,
,,,,-0.4089353929735002
,-4.6850799440075805,,,
1.9,,,,
0.93,,,,
2.6,,,,
0.54,,,,
,,,,-1.9999999999997777
-2.705,,,,
,-6.443697499232713,-5.330683119433888,,
3.94,,,,
5.1,,,,
1.85,,,,
4.2,,,,
1.9,,,,
5.755,,,,
1.0,,,,
,,,,0.20411998265592324
,,,,0.47712125471966244
4.42,,,,
1.9,,,,
2.1,,,,
4.3,,,,
4.6,,,,
2.7,,,,
2.8,,,,
1.9,,,,
,,,,0.11394335230683582
2.9,,,,
,-6.4089353929735005,-4.809668301829708,,
2.53,,,,
,,,,0.3010299956639812
3.9,,,,
-0.9,,,,
3.03,,,,1.9867717342662448
2.36,,,,
3.07,,,,
4.0,,,,
2.1,,,,
1.51,,,,
2.4,,,,
0.29,,,,
1.32,,,,
5.0,,,,
3.13,,,,
1.01,,,,
2.5,,,,
2.3,,,,
,-4.701146923590294,,,
4.2,,,,
4.35,,,,
3.62,,,,
,,,,-0.036212172654443923
0.67,,,,
3.0,,,,
,-7.301029995663981,-6.455931955649724,,
1.2,,,,
4.0,,,,0.0
3.15,,,,
3.49,,,,
6.4,,,,
3.0,,,,
1.7,,,,
3.1,,,,
,,,,-0.04575749056067238
2.455,,,,-0.4436974992327134
2.24,,,,
2.0,,,,
2.7,,,,
1.4,,,,
2.6,,,,
2.0,,,,
0.7,,,,
1.6,,,,
2.93,,,,
-0.4,,,,
,,,,0.9344984512435675
-0.1765714285714286,-6.721246399047171,-6.113509274827519,,
3.51,,,,
1.9,,,,
1.8,,,,
3.0,,,,
2.13,,,,
3.7,,,,
1.2,,,,
3.7,,,,
,,,,1.066325925362038
2.4,,,,
2.3,,,,
,-7.0,-5.978810700930062,,
,,,,-0.1549019599857414
1.24,,,,-1.0000000000000246
,,,,-1.22184874961634
5.2,,,,
3.8,,,,
1.09,,,,
2.1,,,,
,,,,1.1271047983648077
2.4,,,,
2.1,,,,
4.84,,,,
0.58,,,,
3.3,,,,
1.4,,,,
3.04,,,,
1.9,,,,
,,,,1.4181354984252321
,-5.3979400086720375,-4.6020599913279625,,
,,,,0.5563025007672866
,,,,1.0413926851582251
4.835,,,,
5.98,,,,
,-5.568636235841013,,,
,,,0.47712125471966244,0.42813479402878996
0.8,,,,
2.2,,,,
3.11,,,,
,,,0.5910646070264999,0.44715803134221876
1.76,,,,
1.97,,,,
3.13,,,,
4.425000000000001,,,,
1.56,,,,
0.4,,,,
,,,0.041392685158222794,-0.1549019599857414
,,,-0.004364805402452329,0.0
1.52,,,,
1.26,,,,
2.1,,,0.7403626894942439,-1.0000000000000246
2.9,,,,
3.93,,,,-1.0000000000000246
1.7,,,,
2.2,,,,
2.1,,,,
2.16,,,,
2.0,,,,
2.665,,,,
-1.08,,,,
3.87,,,,
0.04,,,,
-0.57,,,,
,,,,1.2294258479206948
1.48,,,,
0.73,,,,
,-5.730487055782084,-4.673664139071248,,
1.9,-6.154901959985743,,,
,,,,1.4800069429571507
,,,,0.5831987739686225
2.47,,,,
1.0,,,,
6.6,,,,
,,,,1.8098289610678862
3.3,,,,
1.04,,,,
1.8,,,,0.8299466959416363
3.9,,,,
2.245,,,,
-0.07,-5.195179321278838,-4.995678626217358,,1.7466341989375787
2.3,,,,
-0.97,,,,
2.3,,,,
1.71,,,,
2.8,,,,
4.3,,,,
3.24,,,,
5.0,,,,
1.8,,,,
3.1,,,,
2.3,,,,
-0.8000000000000002,,,,
1.8,,,,
1.3,,,,
,,,,1.1731862684122742
0.0,,,,1.075546961392531
-0.6233333333333334,,,,
,,,,0.17609125905568124
2.4,,,,
3.5,,,,
2.1,,,,
,-5.055517327849832,-4.752026733638194,,1.585799009013001
,,,1.0043213737826424,
,-4.489454989793388,,,
4.8,,,,
0.9,,,,
4.06,,,,
3.08,,,,
2.1,,,,
4.3,,,,
3.28,,,,
2.99,,,,
0.58,,,,
5.3,,,,
2.62,,,,0.949390006644913
2.0,,,,
1.0,,,,
0.73,,,,
-0.34,,,,
5.95,,,,
0.4,,,,
1.8,,,,
2.2,-4.180456064458132,,,
1.67,,,,
6.7,,,,
1.9,,,,
2.8,,,,
,,,,0.949390006644913
3.6,,,,
4.5,,,,
2.8,,,,
4.24,,,,
3.58,,,,
,-6.7447274948966935,-6.7447274948966935,,
2.46,,,,
2.45,,,,
1.4,,,,
2.9,,,,
1.9,,,,
3.6,,,,
2.1,,,,
-2.11,,,,
2.1,,,,
2.14,,,,
2.5,-5.2839966563652006,,,
2.31,,,,
1.7,,,,
1.7,,,,
1.1,,,,
1.3,,,,
0.8,,,,
4.3,,,,
2.8,,,,
,-4.306273051076353,,,
,,,1.7558748556724915,
0.82,,,,
,,,,-0.22184874961636047
2.0,,,,
0.8,,,,
2.8,,,,
0.61,,,,
,-5.522878745280337,,,
2.1,,,,
4.2,,,,
1.9,,,,
,,,,1.0413926851582251
2.1,,,,
1.78,,,,
3.6,,,,
0.73,,,,
3.2,,,,
2.7,,,,
-0.24,,,,
,-4.455931955649724,,,
2.205,-5.1487416512809245,-5.392544976785332,,-0.0021769192542725603
,-5.585026652029182,,,
4.7,,,,
,-5.860120913598763,-5.617982957425132,,
7.126666666666666,,,,
,,,,-0.6989700043360126
0.68,,,,
2.7,-5.089375595110798,-4.838631997765025,,
3.4,,,,
1.9,,,,
3.0,,,,
0.04,,,,
,,,,0.0
2.5,,,,
3.3,,,,
3.8,,,,
1.2,,,,
,,,,1.0530784434834197
2.82,,,,
-0.3,,,,
-0.4,,,,
2.15,,,,
3.1,,,,
2.2,,,,
3.0,,,,
3.94,,,,
-0.11,,,,
2.3,,,,
1.66,,,,
3.2,,,,
3.92,,,,
4.1,,,,
4.6,,,,
1.32,,,,
2.44,,,,
1.8,,,,
4.3,,,,
1.78,,,,
-0.93,,,,
-1.49,,,,
3.7,-4.229147988357856,,,
3.1,,,,
1.72,,,,
,,,,0.9127533036713233
-2.78,,,,
0.07,,,,
-1.47,,,,
,-4.796785741305099,,,
,-5.853871964321762,,,
1.35,,,,
,,,,1.4827307000799428
0.3,,,,
4.29,,,,-0.8239087409443023
2.1,,,,
1.2,,,,
4.1,,,,
2.8,,,,
3.1,,,,
,,,,1.505149978319906
2.8,,,,
-0.026666666666666655,,,,
3.4,,,,
-0.33,,,,
-0.52,,,,
2.4,,,,
1.3,,,,
3.3,,,,
,,,,-0.04575749056067238
1.4,,,,
2.08,,,,
0.6,,,,
1.1,,,,
3.8,,,,
2.58,,,,
1.8,,,,
-1.74,,,,
,,,1.6720978579357175,1.6812412373755872
3.5,,,,
1.6,,,,0.14301480025409527
5.54,,,,
3.5,,,,
3.2,,,,
1.3,,,,
0.19500000000000006,,,,
-1.8,,,,
4.4,,,,
2.7,,,,
2.3,,,,
2.6,,,,
2.7,,,,
2.4,,,,
2.49,,,,
1.3,,,,
3.3,,,,0.5563025007672866
1.2,,,,
3.2,,,,
,,,,0.0644579892269172
,,,,0.4183012913197462
0.435,,,,
-0.1,,,,
-0.59,,,,
0.64,,,,
2.08,,,,
2.48,,,,0.7923916894982541
1.47,,,,
1.9,,,,
3.0,,,,
,-4.113509274827518,-4.431798275933005,,1.0
5.0,,,,
1.91,,,,
-0.42,,,,
3.4499999999999997,,,,
2.8,,,,
2.5,,,,
4.5,,,,
,-6.0,,,
3.7,,,,
2.77,,,,
-1.3,,,,
4.4,,,,
,,,1.0,0.7781512503836436
2.1,,,,
2.1,,,,
2.4,,,,
2.9,,,,
,-4.6020599913279625,-4.638272163982407,,
3.8,,,,
3.7,,,,
0.86,,,,
1.7,,,,
4.3,,,,
3.39,,,,
1.75,,,,
4.4,,,,
4.3,,,,
3.71,,,,
3.1,,,,
1.2,,,,
1.8,-5.698970004336019,,,
1.8,,,,
4.0,,,,
2.1,,,,
3.65,,,,
2.0,,,,
,,,,1.646109521978848
2.0,,,,
0.1,,,,
3.3,,,,
3.44,,,,
4.71,,,,
0.6,,,,
7.1,,,,
1.267777777777778,-4.7447274948966935,,,0.7363965022766427
3.7,,,,
3.0,,,,
3.82,,,,
2.77,,,,
0.3,,,,
4.1,,,,
2.45,,,,
1.61,,,,
0.6,-5.958607314841775,,,
,-6.221848749616356,-4.55129368009492,,
,,,,-0.657577319177796
0.41,,,,
2.4,,,,
4.45,,,,
2.0,,,,
2.0,,,,
4.33,,,,
2.8,,,,
-1.1,,,,
2.8,,,,
2.6,,,,
1.7999999999999998,,,,
4.02,,,,
